,Make,Model,Year,MSRP,Front Wheel Size (in),Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Net Horsepower,City Gas Mileage (mpg),Highway Gas Mileage (mpg)
2018 Audi TT,Audi,TT,2018,43950,18,20,Gas,72.1,53.2,164.7,AWD,4,2,2dr,220,23,30 
2017 Audi TT,Audi,TT,2017,43500,18,20,Gas,72.1,53.2,164.7,AWD,4,2,2dr,220,23,30 
2016 Audi TT,Audi,TT,2016,42900,18,20,Gas,72.1,53.2,164.7,AWD,4,2,2dr,220,23,30 
2015 Audi TT,Audi,TT,2015,40350,18,20,Gas,72.5,53.2,165.3,AWD,4,2,2dr,210,22,31 
2014 Audi TT,Audi,TT,2014,39900,18,20,Gas,72.5,53.2,165.3,AWD,4,2,2dr,210,22,31 
2013 Audi TT,Audi,TT,2013,38650,18,20,Gas,72.5,53.2,164.5,AWD,4,2,2dr,210,22,31 
2012 Audi TT,Audi,TT,2012,38300,18,20,Gas,72.5,53.2,164.5,AWD,4,2,2dr,210,23,31 
2011 Audi TT,Audi,TT,2011,38300,18,20,Gas,72.5,53.2,164.5,AWD,4,2,2dr,210,21,29 
2010 Audi TT,Audi,TT,2010,37800,18,20,Gas,72.5,53.2,164.5,AWD,4,2,2dr,200,21,29 
2009 Audi TT,Audi,TT,2009,35200,17,20,Gas,72.5,53.5,164.5,FWD,4,2,2dr,200,23,31 
2008 Audi TT,Audi,TT,2008,34800,17,20,Gas,72.5,53.5,164.5,FWD,4,2,2dr,200,23,31 
2024 Audi Q8 e-tron,Audi,Q8 e-tron,2024,74400,20,,Electric,76.2,65.5,193,AWD,5,4,SUV,350,,
2024 BMW XM,BMW,XM,2024,185000,23,44,Gas/Electric,78.9,69.1,201.2,AWD,5,4,SUV,730,,
2023 BMW i4,BMW,i4,2023,68700,19,,Electric,72.9,57,188.5,AWD,5,4,4dr,530,,
2023 BMW iX,BMW,iX,2023,108900,21,,Electric,77.4,66.8,195,AWD,5,4,SUV,530,,
2024 BMW 3-Series,BMW,3-Series,2024,45600,18,20,Gas/Electric,71.9,56.9,185.7,RWD,5,4,4dr,280,,
2023 BMW 3-Series,BMW,3-Series,2023,44900,18,20,Gas/Electric,71.9,56.9,185.7,RWD,5,4,4dr,280,,
2022 BMW 3-Series,BMW,3-Series,2022,42950,18,20,Gas/Electric,71.9,56.9,185.7,RWD,5,4,4dr,280,,
2021 BMW 3-Series,BMW,3-Series,2021,44550,18,20,Gas/Electric,71.9,56.9,185.7,RWD,5,4,4dr,280,,
2020 BMW 3-Series,BMW,3-Series,2020,40750,18,20,Gas,71.9,56.8,185.7,RWD,5,4,4dr,250,26,36 
2019 BMW 3-Series,BMW,3-Series,2019,40250,18,20,Gas,71.9,56.8,185.7,RWD,5,4,4dr,250,26,36 
2018 BMW 3-Series,BMW,3-Series,2018,34900,17,20,Gas,71.3,56.3,182.5,RWD,5,4,4dr,180,24,35 
2017 BMW 3-Series,BMW,3-Series,2017,33450,17,20,Gas,71.3,56.3,182.5,RWD,5,4,4dr,180,23,35 
2016 BMW 3-Series,BMW,3-Series,2016,33150,17,20,Gas,71.3,56.3,182.5,RWD,5,4,4dr,180,24,36 
2015 BMW 3-Series,BMW,3-Series,2015,32950,17,20,Gas,71.3,56.3,182.5,RWD,5,4,4dr,180,24,36 
2014 BMW 3-Series,BMW,3-Series,2014,32750,17,20,Gas,71.3,56.3,182.5,RWD,5,4,4dr,180,24,36 
2013 BMW 3-Series,BMW,3-Series,2013,47900,17,30,Gas,71.5,54.500,181.9,RWD,4,2,Convertible,230,18,27 
2012 BMW 3-Series,BMW,3-Series,2012,47600,17,30,Gas,71.5,54.5,181.9,RWD,4,2,Convertible,230,18,28 
2011 BMW 3-Series,BMW,3-Series,2011,46450,17,30,Gas,70.2,54.5,181.9,RWD,4,2,Convertible,230,18,28 
2010 BMW 3-Series,BMW,3-Series,2010,45000,17,30,Gas,70.2,54.5,178.6,RWD,4,2,Convertible,230,17,26 
2009 BMW 3-Series,BMW,3-Series,2009,44550,17,30,Gas,70.2,54.5,180.6,RWD,4,2,Convertible,230,17,27 
2008 BMW 3-Series,BMW,3-Series,2008,43500,17,30,Gas,70.2,54.5,180.6,RWD,4,2,Convertible,230,18,28 
2023 BMW 5-Series,BMW,5-Series,2023,57600,19,20,Gas/Electric,73.5,58.4,195.8,RWD,5,4,4dr,280,,
2022 BMW 5-Series,BMW,5-Series,2022,55550,19,20,Gas/Electric,73.5,58.4,195.8,RWD,5,4,4dr,280,,
2021 BMW 5-Series,BMW,5-Series,2021,57200,18,20,Gas/Electric,73.5,58.4,195.8,RWD,5,4,4dr,280,,
2020 BMW 5-Series,BMW,5-Series,2020,53900,18,20,Gas/Electric,73.5,58.4,194.6,RWD,5,4,4dr,240,,
2019 BMW 5-Series,BMW,5-Series,2019,53400,18,20,Gas/Electric,73.5,58.4,194.6,RWD,5,4,4dr,240,,
2018 BMW 5-Series,BMW,5-Series,2018,52650,18,20,Gas/Electric,73.5,58.4,194.6,RWD,5,4,4dr,240,,
2017 BMW 5-Series,BMW,5-Series,2017,51200,18,20,Gas,73.5,58.2,194.6,RWD,5,4,4dr,240,24,34 
2016 BMW 5-Series,BMW,5-Series,2016,50200,17,20,Gas,73.2,57.6,193.4,RWD,5,4,4dr,240,23,34 
2015 BMW 5-Series,BMW,5-Series,2015,49950,17,20,Gas,73.2,57.6,193.4,RWD,5,4,4dr,240,23,34 
2014 BMW 5-Series,BMW,5-Series,2014,49500,17,20,Gas,73.2,57.6,193.4,RWD,5,4,4dr,240,23,34 
2013 BMW 5-Series,BMW,5-Series,2013,47800,17,20,Gas,73.2,57.637,192.8,RWD,5,4,4dr,240,24,34 
2012 BMW 5-Series,BMW,5-Series,2012,46900,17,20,Gas,73.2,57.6,193.1,RWD,5,4,4dr,240,23,34 
2011 BMW 5-Series,BMW,5-Series,2011,45050,17,30,Gas,73.2,57.6,193.1,RWD,5,4,4dr,240,22,32 
2010 BMW 5-Series,BMW,5-Series,2010,45950,17,30,Gas,72.7,57.8,191.1,RWD,5,4,4dr,230,18,28 
2009 BMW 5-Series,BMW,5-Series,2009,45800,17,30,Gas,72.7,57.8,191.1,RWD,5,4,4dr,230,18,28 
2008 BMW 5-Series,BMW,5-Series,2008,44600,17,30,Gas,72.7,57.8,191.1,RWD,5,4,4dr,230,17,27 
2023 BMW 7-Series,BMW,7-Series,2023,95700,20,30,Gas/Electric,76.8,60.8,212.2,RWD,5,4,4dr,370,25,31 
2022 BMW 7-Series,BMW,7-Series,2022,86800,18,30,Gas,74.9,58.2,207.4,RWD,5,4,4dr,330,22,29 
2021 BMW 7-Series,BMW,7-Series,2021,86800,18,30,Gas,74.9,58.2,207.4,RWD,5,4,4dr,330,22,29 
2020 BMW 7-Series,BMW,7-Series,2020,86450,18,30,Gas,74.9,58.2,207.4,RWD,5,4,4dr,330,22,29 
2019 BMW 7-Series,BMW,7-Series,2019,91250,18,20,Gas/Electric,74.9,58.2,206.6,AWD,5,4,4dr,320,,
2018 BMW 7-Series,BMW,7-Series,2018,90700,18,20,Gas/Electric,74.9,58.2,206.6,AWD,5,4,4dr,320,,
2017 BMW 7-Series,BMW,7-Series,2017,89100,18,20,Gas/Electric,74.9,58.2,206.6,AWD,5,4,4dr,320,,
2016 BMW 7-Series,BMW,7-Series,2016,81300,18,30,Gas,74.8,58.2,206.6,RWD,5,4,4dr,320,21,29 
2015 BMW 7-Series,BMW,7-Series,2015,82500,18,30,Diesel,74.9,58.3,205.3,AWD,5,4,4dr,250,23,31 
2014 BMW 7-Series,BMW,7-Series,2014,78000,18,30,Gas,74.9,58.3,205.3,RWD,5,4,4dr,310,19,29 
2013 BMW 7-Series,BMW,7-Series,2013,77600,18,30,Gas,74.9,58.3,205.3,RWD,5,4,4dr,310,19,28 
2012 BMW 7-Series,BMW,7-Series,2012,75500,18,30,Gas,74.9,58.3,205.2,RWD,5,4,4dr,320,17,25 
2011 BMW 7-Series,BMW,7-Series,2011,75050,18,30,Gas,74.9,58.2,205.2,RWD,5,4,4dr,320,17,25 
2010 BMW 7-Series,BMW,7-Series,2010,85900,18,44,Gas,74.9,58.3,205.3,RWD,5,4,4dr,400,14,21 
2009 BMW 7-Series,BMW,7-Series,2009,84200,18,44,Gas,74.9,58.3,205.3,RWD,5,4,4dr,400,14,21 
2008 BMW 7-Series,BMW,7-Series,2008,79900,18,48,Gas,74.9,58.4,203.9,RWD,5,4,4dr,360,17,25 
2023 BMW 8-Series,BMW,8-Series,2023,97100,19,30,Gas,74.9,52.7,191.1,RWD,4,2,Convertible,330,21,29 
2022 BMW 8-Series,BMW,8-Series,2022,94400,19,30,Gas,74.9,52.7,191.1,RWD,4,2,Convertible,330,22,29 
2021 BMW 8-Series,BMW,8-Series,2021,97400,18,30,Gas,74.9,52.7,191.1,RWD,4,2,Convertible,330,22,29 
2020 BMW 8-Series,BMW,8-Series,2020,97400,18,30,Gas,74.9,52.7,191.1,RWD,4,2,Convertible,330,22,29 
2019 BMW 8-Series,BMW,8-Series,2019,121400,20,44,Gas,74.9,53,191.2,AWD,4,2,Convertible,520,17,26 
2024 BMW X7,BMW,X7,2024,149400,23,44,Gas/Electric,78.7,70.7,203.9,AWD,7,4,SUV,630,16,20 
2023 BMW X7,BMW,X7,2023,145000,23,44,Gas/Electric,78.7,70.7,203.9,AWD,7,4,SUV,630,16,20 
2022 BMW X7,BMW,X7,2022,141300,21,44,Gas,78.7,70.7,203.3,AWD,7,4,SUV,610,15,21 
2021 BMW X7,BMW,X7,2021,141300,21,44,Gas,78.7,70.7,203.3,AWD,7,4,SUV,610,15,21 
2020 BMW X7,BMW,X7,2020,99600,22,44,Gas,78.7,71.1,203.3,AWD,7,4,SUV,520,15,21 
2019 BMW X7,BMW,X7,2019,73900,21,30,Gas,78.7,71.1,203.3,AWD,7,4,SUV,330,20,25 
2024 BMW X3,BMW,X3,2024,61900,19,30,Gas/Electric,74.7,66,185.9,AWD,5,4,SUV,380,,
2023 BMW X3,BMW,X3,2023,61000,19,30,Gas/Electric,74.7,66,185.9,AWD,5,4,SUV,380,21,26 
2022 BMW X3,BMW,X3,2022,57800,19,30,Gas/Electric,74.7,66,185.9,AWD,5,4,SUV,380,21,26 
2021 BMW X3,BMW,X3,2021,56600,19,30,Gas,74.7,66,186.1,AWD,5,4,SUV,380,21,27 
2020 BMW X3,BMW,X3,2020,55900,19,30,Gas,74.7,66,186.1,AWD,5,4,SUV,380,21,27 
2019 BMW X3,BMW,X3,2019,54650,19,30,Gas,74.7,66,186.1,AWD,5,4,SUV,350,20,27 
2018 BMW X3,BMW,X3,2018,54500,19,30,Gas,74.7,66,186.1,AWD,5,4,SUV,350,20,27 
2017 BMW X3,BMW,X3,2017,40050,18,20,Gas,74.1,66.1,183.8,RWD,5,4,SUV,240,21,28 
2016 BMW X3,BMW,X3,2016,42450,18,20,Diesel,74.1,66.1,183.8,AWD,5,4,SUV,180,27,34 
2015 BMW X3,BMW,X3,2015,42000,18,20,Diesel,74.1,66.1,183.8,AWD,5,4,SUV,180,27,34 
2014 BMW X3,BMW,X3,2014,39800,18,20,Gas,74.1,65.4,183,AWD,5,4,SUV,240,21,28 
2013 BMW X3,BMW,X3,2013,38850,18,20,Gas,74.1,65.4,183.0,AWD,5,4,SUV,240,21,28 
2012 BMW X3,BMW,X3,2012,37100,17,30,Gas,74.1,65.4,183.0,AWD,5,4,SUV,250,19,25 
2011 BMW X3,BMW,X3,2011,36750,17,30,Gas,74.1,65.4,183.0,AWD,5,4,SUV,240,19,25 
2010 BMW X3,BMW,X3,2010,38850,17,30,Gas,73.0,65.9,179.9,AWD,5,4,SUV,260,17,24 
2009 BMW X3,BMW,X3,2009,39700,17,30,Gas,73.0,65.9,179.9,AWD,5,4,SUV,260,16,23 
2008 BMW X3,BMW,X3,2008,38600,17,30,Gas,73.0,65.9,179.9,AWD,5,4,SUV,260,18,26 
2024 BMW X5,BMW,X5,2024,89300,20,44,Gas/Electric,78.9,69.5,194.3,AWD,5,4,SUV,520,17,22 
2023 BMW X5,BMW,X5,2023,85400,20,44,Gas,78.9,68.7,194.3,AWD,5,4,SUV,520,16,22 
2022 BMW X5,BMW,X5,2022,82800,20,44,Gas,78.9,68.7,194.3,AWD,5,4,SUV,520,16,22 
2021 BMW X5,BMW,X5,2021,82800,20,44,Gas,78.9,68.7,194.3,AWD,5,4,SUV,520,16,22 
2020 BMW X5,BMW,X5,2020,82150,20,44,Gas,78.9,68.7,194.3,AWD,5,4,SUV,520,16,22 
2019 BMW X5,BMW,X5,2019,60700,19,30,Gas,78.9,68.7,194.3,AWD,5,4,SUV,330,20,26 
2018 BMW X5,BMW,X5,2018,57200,19,30,Gas,76.3,69.4,192.4,RWD,5,4,SUV,300,18,25 
2017 BMW X5,BMW,X5,2017,56600,19,30,Gas,76.3,69.4,192.4,RWD,5,4,SUV,300,18,25 
2016 BMW X5,BMW,X5,2016,57700,19,30,Diesel,76.3,69.4,192.4,AWD,5,4,SUV,250,23,30 
2015 BMW X5,BMW,X5,2015,57700,18,30,Diesel,76.1,68.5,191.1,AWD,5,4,SUV,250,24,31 
2014 BMW X5,BMW,X5,2014,56600,18,30,Diesel,76.1,68.5,191.1,AWD,5,4,SUV,250,23,31 
2013 BMW X5,BMW,X5,2013,56700,18,30,Diesel,76.1,69.900,191.1,AWD,5,4,SUV,260,,
2012 BMW X5,BMW,X5,2012,56700,18,30,Diesel,76.1,69.9,191.1,AWD,5,4,SUV,260,19,26 
2011 BMW X5,BMW,X5,2011,51800,18,30,Diesel,76.1,69.9,191.2,AWD,5,4,SUV,260,19,26 
2010 BMW X5,BMW,X5,2010,47600,18,30,Gas,76.1,69.9,191.1,AWD,5,4,SUV,260,15,21 
2009 BMW X5,BMW,X5,2009,47500,18,30,Gas,76.1,69.9,191.1,AWD,5,4,SUV,260,15,21 
2008 BMW X5,BMW,X5,2008,46200,18,30,Gas,76.1,69.5,191.1,AWD,5,4,SUV,260,17,23 
2024 BMW 4-Series,BMW,4-Series,2024,58100,18,20,Gas,72.9,54.6,187.9,RWD,4,2,Convertible,250,25,34 
2023 BMW 4-Series,BMW,4-Series,2023,55500,18,20,Gas,72.9,54.6,187.9,RWD,4,2,Convertible,250,25,34 
2022 BMW 4-Series,BMW,4-Series,2022,53300,18,20,Gas,72.9,54.6,187.9,RWD,4,2,Convertible,250,25,34 
2021 BMW 4-Series,BMW,4-Series,2021,53100,18,20,Gas,72.9,54.6,187.9,RWD,4,2,Convertible,250,24,33 
2020 BMW 4-Series,BMW,4-Series,2020,53100,18,20,Gas,71.9,55.1,182.7,RWD,4,2,Convertible,240,23,34 
2019 BMW 4-Series,BMW,4-Series,2019,52950,18,20,Gas,71.9,54.5,182.7,RWD,4,2,Convertible,240,24,34 
2018 BMW 4-Series,BMW,4-Series,2018,51650,18,20,Gas,71.9,54.5,182.6,RWD,4,2,Convertible,240,24,34 
2017 BMW 4-Series,BMW,4-Series,2017,50300,18,20,Gas,71.9,54.5,182.6,RWD,4,2,Convertible,240,23,34 
2016 BMW 4-Series,BMW,4-Series,2016,50000,18,20,Gas,71.9,54.5,182.6,RWD,4,2,Convertible,240,23,34 
2015 BMW 4-Series,BMW,4-Series,2015,48750,17,20,Gas,71.9,54.5,182.6,RWD,4,2,Convertible,240,23,34 
2014 BMW 4-Series,BMW,4-Series,2014,48750,17,20,Gas,71.9,54.5,182.6,RWD,4,2,Convertible,240,23,34 
2024 BMW X6,BMW,X6,2024,93600,20,44,Gas/Electric,78.9,66.9,195,AWD,5,4,SUV,520,17,22 
2023 BMW X6,BMW,X6,2023,89100,20,44,Gas,78.9,66.8,194.8,AWD,5,4,SUV,520,16,22 
2022 BMW X6,BMW,X6,2022,86250,20,44,Gas,78.9,66.3,194.8,AWD,5,4,SUV,520,16,22 
2021 BMW X6,BMW,X6,2021,86250,20,44,Gas,78.9,66.3,194.8,AWD,5,4,SUV,520,16,22 
2020 BMW X6,BMW,X6,2020,85650,20,44,Gas,78.9,66.3,194.8,AWD,5,4,SUV,520,16,22 
2019 BMW X6,BMW,X6,2019,63550,19,30,Gas,78.3,67,193.8,RWD,5,4,SUV,300,18,24 
2018 BMW X6,BMW,X6,2018,62950,19,30,Gas,78.3,67,193.8,RWD,5,4,SUV,300,18,25 
2017 BMW X6,BMW,X6,2017,62500,19,30,Gas,78.1,66.5,192,RWD,5,4,SUV,300,18,25 
2016 BMW X6,BMW,X6,2016,62900,19,30,Gas,78.1,66.5,192,AWD,5,4,SUV,300,18,24 
2015 BMW X6,BMW,X6,2015,61900,19,30,Gas,78.1,66.5,192,AWD,5,4,SUV,300,18,27 
2014 BMW X6,BMW,X6,2014,60800,19,30,Gas,78.1,66.5,192,AWD,4,4,SUV,300,17,24 
2013 BMW X6,BMW,X6,2013,59800,19,30,Gas,78.1,66.500,192.1,AWD,4,4,SUV,300,16,23 
2012 BMW X6,BMW,X6,2012,59600,19,30,Gas,78.1,66.5,192.1,AWD,4,4,SUV,300,16,23 
2011 BMW X6,BMW,X6,2011,57000,19,30,Gas,78.1,66.5,192.1,AWD,4,4,SUV,300,16,23 
2010 BMW X6,BMW,X6,2010,56500,19,30,Gas,78.1,66.5,192.0,AWD,4,4,SUV,300,15,20 
2009 BMW X6,BMW,X6,2009,55900,19,30,Gas,78.1,66.5,192.0,AWD,4,4,SUV,300,15,20 
2023 BMW 2-Series,BMW,2-Series,2023,37800,17,20,Gas,70.9,55.9,178.5,FWD,5,4,4dr,240,24,34 
2022 BMW 2-Series,BMW,2-Series,2022,35700,17,20,Gas,70.9,55.9,178.5,FWD,5,4,4dr,220,24,34 
2021 BMW 2-Series,BMW,2-Series,2021,35700,17,20,Gas,70.9,55.9,178.5,FWD,5,4,4dr,220,24,33 
2020 BMW 2-Series,BMW,2-Series,2020,37500,17,20,Gas,70.9,55.9,178.5,AWD,5,4,4dr,220,23,33 
2019 BMW 2-Series,BMW,2-Series,2019,41100,17,20,Gas,69.8,55.6,174.7,RWD,4,2,Convertible,240,23,33 
2018 BMW 2-Series,BMW,2-Series,2018,40750,17,20,Gas,69.8,55.6,174.7,RWD,4,2,Convertible,240,24,34 
2017 BMW 2-Series,BMW,2-Series,2017,38950,17,20,Gas,69.8,55.6,174.7,RWD,4,2,Convertible,240,23,34 
2016 BMW 2-Series,BMW,2-Series,2016,38650,17,20,Gas,69.8,55.6,174.7,RWD,4,2,Convertible,240,23,34 
2015 BMW 2-Series,BMW,2-Series,2015,37900,17,20,Gas,69.8,55.6,174.7,RWD,4,2,Convertible,240,23,34 
2014 BMW 2-Series,BMW,2-Series,2014,32100,17,20,Gas,69.8,55.8,174.5,RWD,4,2,2dr,240,23,36 
2024 BMW X1,BMW,X1,2024,49900,19,20,Gas,72.6,64.6,177.4,AWD,5,4,SUV,310,,
2023 BMW X1,BMW,X1,2023,39100,18,20,Gas,72.6,64.6,177.2,AWD,5,4,SUV,240,25,34 
2022 BMW X1,BMW,X1,2022,35400,18,20,Gas,71.7,62.9,175.5,FWD,5,4,SUV,220,24,33 
2021 BMW X1,BMW,X1,2021,35400,18,20,Gas,71.7,62.9,175.5,FWD,5,4,SUV,220,24,33 
2020 BMW X1,BMW,X1,2020,35200,18,20,Gas,71.7,62.9,175.5,FWD,5,4,SUV,220,24,33 
2019 BMW X1,BMW,X1,2019,34950,18,20,Gas,71.7,62.9,175.4,FWD,5,4,SUV,220,23,32 
2018 BMW X1,BMW,X1,2018,33900,18,20,Gas,71.7,62.9,175.4,FWD,5,4,SUV,220,23,32 
2017 BMW X1,BMW,X1,2017,33750,18,20,Gas,71.7,63.5,174.8,FWD,5,4,SUV,220,23,32 
2016 BMW X1,BMW,X1,2016,34800,18,20,Gas,71.7,63.5,174.8,AWD,5,4,SUV,220,22,32 
2015 BMW X1,BMW,X1,2015,33000,17,20,Gas,70.8,60.8,176.5,AWD,5,4,SUV,240,22,32 
2014 BMW X1,BMW,X1,2014,32600,17,20,Gas,70.8,60.8,176.5,AWD,5,4,SUV,240,22,33 
2013 BMW X1,BMW,X1,2013,32500,17,20,Gas,70.8,60.80,176.5,AWD,5,4,SUV,240,22,33 
2024 BMW X4,BMW,X4,2024,66400,19,30,Gas/Electric,76.3,63.8,187.5,AWD,5,4,SUV,380,21,26 
2023 BMW X4,BMW,X4,2023,65400,19,30,Gas/Electric,76.3,63.8,187.5,AWD,5,4,SUV,380,21,26 
2022 BMW X4,BMW,X4,2022,62400,19,30,Gas/Electric,76.3,63.8,187.5,AWD,5,4,SUV,380,21,26 
2021 BMW X4,BMW,X4,2021,61700,19,30,Gas,76.3,63.8,187.4,AWD,5,4,SUV,380,21,27 
2020 BMW X4,BMW,X4,2020,61000,19,30,Gas,76.3,63.8,187.4,AWD,5,4,SUV,380,21,27 
2019 BMW X4,BMW,X4,2019,60450,19,30,Gas,76.3,63.8,187.4,AWD,5,4,SUV,350,20,27 
2018 BMW X4,BMW,X4,2018,59250,19,30,Gas,74.1,63.9,184.3,AWD,5,4,SUV,350,18,25 
2017 BMW X4,BMW,X4,2017,58100,19,30,Gas,74.1,63.9,184.3,AWD,5,4,SUV,350,19,26 
2016 BMW X4,BMW,X4,2016,57800,19,30,Gas,74.1,63.9,184.3,AWD,5,4,SUV,350,18,25 
2015 BMW X4,BMW,X4,2015,44700,18,20,Gas,74.1,63.9,184.3,AWD,5,4,SUV,240,20,28 
2023 BMW Z4,BMW,Z4,2023,65300,18,30,Gas,73.4,51.4,170.7,RWD,2,2,Convertible,380,23,31 
2022 BMW Z4,BMW,Z4,2022,49900,18,20,Gas,73.4,51.4,170.7,RWD,2,2,Convertible,250,25,32 
2021 BMW Z4,BMW,Z4,2021,49700,18,20,Gas,73.4,51.4,170.7,RWD,2,2,Convertible,250,25,32 
2020 BMW Z4,BMW,Z4,2020,49700,18,20,Gas,73.4,51.4,170.7,RWD,2,2,Convertible,250,24,32 
2019 BMW Z4,BMW,Z4,2019,49700,18,20,Gas,73.4,51.4,170.7,RWD,2,2,Convertible,250,25,32 
2016 BMW Z4,BMW,Z4,2016,49700,17,20,Gas,70.5,50.8,166.9,RWD,2,2,Convertible,240,22,34 
2015 BMW Z4,BMW,Z4,2015,48950,17,20,Gas,70.5,50.8,166.9,RWD,2,2,Convertible,240,22,34 
2014 BMW Z4,BMW,Z4,2014,48950,17,20,Gas,70.5,50.8,166.9,RWD,2,2,Convertible,240,22,34 
2013 BMW Z4,BMW,Z4,2013,47350,17,20,Gas,70.5,50.800,167.0,RWD,2,2,Convertible,240,22,34 
2012 BMW Z4,BMW,Z4,2012,48650,17,20,Gas,70.5,50.8,167.0,RWD,2,2,Convertible,240,23,34 
2011 BMW Z4,BMW,Z4,2011,47450,17,30,Gas,70.5,50.8,167.0,RWD,2,2,Convertible,250,18,28 
2010 BMW Z4,BMW,Z4,2010,46000,17,30,Gas,70.5,50.8,166.9,RWD,2,2,Convertible,250,18,28 
2009 BMW Z4,BMW,Z4,2009,45750,17,30,Gas,70.5,50.8,166.9,RWD,2,2,Convertible,250,19,28 
2008 BMW Z4,BMW,Z4,2008,40700,17,30,Gas,70.1,49.9,161.1,RWD,2,2,2dr,250,18,28 
2023 Buick Envision,Buick,Envision,2023,47460,20,20,Gas,74.1,64.6,182.5,AWD,5,4,SUV,220,22,29 
2022 Buick Envision,Buick,Envision,2022,41650,20,20,Gas,74.1,64.6,182.5,AWD,5,4,SUV,220,22,29 
2021 Buick Envision,Buick,Envision,2021,42200,20,20,Gas,74.1,64.6,182.5,AWD,5,4,SUV,220,22,29 
2020 Buick Envision,Buick,Envision,2020,37550,18,25,Gas,72.4,66.8,183.7,AWD,5,4,SUV,190,21,27 
2019 Buick Envision,Buick,Envision,2019,37550,18,25,Gas,72.4,66.8,183.7,AWD,5,4,SUV,190,21,27 
2018 Buick Envision,Buick,Envision,2018,39570,18,25,Gas,72.4,66.8,183.7,AWD,5,4,SUV,190,21,27 
2017 Buick Envision,Buick,Envision,2017,39570,18,25,Gas,72.4,66.8,183.7,AWD,5,4,SUV,190,21,28 
2023 Buick Enclave,Buick,Enclave,2023,59470,20,36,Gas,78.8,69.9,204.7,AWD,7,4,SUV,310,17,25 
2022 Buick Enclave,Buick,Enclave,2022,57100,20,36,Gas,78.8,69.9,204.7,AWD,7,4,SUV,310,17,25 
2021 Buick Enclave,Buick,Enclave,2021,56300,20,36,Gas,78.8,69.9,204.3,AWD,7,4,SUV,310,17,25 
2020 Buick Enclave,Buick,Enclave,2020,56100,20,36,Gas,78.8,69.9,204.3,AWD,7,4,SUV,310,17,25 
2019 Buick Enclave,Buick,Enclave,2019,55800,20,36,Gas,78.8,69.9,204.3,AWD,7,4,SUV,310,17,25 
2018 Buick Enclave,Buick,Enclave,2018,55800,20,36,Gas,78.8,69.6,204.3,AWD,7,4,SUV,310,17,25 
2017 Buick Enclave,Buick,Enclave,2017,45765,19,36,Gas,79.0,70.30,201.9,AWD,7,4,SUV,280,15,22 
2016 Buick Enclave,Buick,Enclave,2016,45660,19,36,Gas,79.0,70.30,201.9,AWD,7,4,SUV,280,15,22 
2015 Buick Enclave,Buick,Enclave,2015,45450,19,36,Gas,79.0,70.30,201.9,AWD,7,4,SUV,280,16,22 
2014 Buick Enclave,Buick,Enclave,2014,40890,18,36,Gas,79.0,70.30,201.9,AWD,7,4,SUV,280,16,22 
2013 Buick Enclave,Buick,Enclave,2013,40445,18,36,Gas,79.0,70.30,201.9,AWD,7,4,SUV,280,16,22 
2012 Buick Enclave,Buick,Enclave,2012,38500,18,36,Gas,79.0,72.5,201.8,AWD,7,4,SUV,280,16,22 
2011 Buick Enclave,Buick,Enclave,2011,37865,19,36,Gas,79.0,72.5,201.8,AWD,7,4,SUV,280,16,22 
2010 Buick Enclave,Buick,Enclave,2010,37515,19,36,Gas,79.0,72.5,201.8,AWD,7,4,SUV,280,16,22 
2009 Buick Enclave,Buick,Enclave,2009,37070,18,36,Gas,79.0,72.2,201.8,AWD,7,4,SUV,280,16,22 
2008 Buick Enclave,Buick,Enclave,2008,34805,18,36,Gas,79.0,72.2,201.8,AWD,7,4,SUV,270,16,22 
2024 Buick Envista,Buick,Envista,2024,28600,19,12,Gas,71.5,61.3,182.6,FWD,5,4,SUV,130,,
2024 Buick Encore GX,Buick,Encore GX,2024,33500,19,13,Gas,71.3,65.2,171.1,AWD,5,4,SUV,150,26,28 
2023 Buick Encore GX,Buick,Encore GX,2023,32100,18,13,Gas,71.4,64.1,171.4,AWD,5,4,SUV,150,26,29 
2022 Buick Encore GX,Buick,Encore GX,2022,30600,18,13,Gas,71.4,64.1,171.4,AWD,5,4,SUV,150,26,29 
2021 Buick Encore GX,Buick,Encore GX,2021,30600,18,13,Gas,71.4,64.1,171.4,AWD,5,4,SUV,150,26,29 
2023 Cadillac Lyriq,Cadillac,Lyriq,2023,63795,20,,Electric,77.8,63.9,196.7,AWD,5,4,SUV,500,,
2024 Cadillac CT5,Cadillac,CT5,2024,38395,18,20,Gas,74.1,57.2,193.8,RWD,5,4,4dr,230,,
2023 Cadillac CT5,Cadillac,CT5,2023,38195,18,20,Gas,74.1,57.2,193.8,RWD,5,4,4dr,230,23,33 
2022 Cadillac CT5,Cadillac,CT5,2022,37295,18,20,Gas,74.1,57.2,193.8,RWD,5,4,4dr,230,23,33 
2021 Cadillac CT5,Cadillac,CT5,2021,36995,18,20,Gas,74.1,57.2,193.8,RWD,5,4,4dr,230,23,32 
2020 Cadillac CT5,Cadillac,CT5,2020,36895,18,20,Gas,74.1,57.2,193.8,RWD,5,4,4dr,230,23,32 
2024 Cadillac Escalade,Cadillac,Escalade,2024,84895,22,62,Gas,81.1,76.7,211.9,4WD,7,4,SUV,420,,
